Наименование,Город,Рубрики,Email,Мобильный,Телефон 1,Телефон 2,WhatsApp,Telegram,ВКонтакте,2GIS URL
Кровати Нск,Новосибирск,Мебель на заказ; Мягкая мебель; Матрасы; Корпусная мебель; Детская мебель,,79607826161,89607826161,,https://wa.me/79607826161,https://t.me/+79607826161,https://vk.com/krovatinsk,https://2gis.com/firm/70000001090795684
Легенда,,Мебель на заказ; Изделия из камня для помещений; Мебель для кухни; Мебель для ванных комнат; Корпусная мебель; Офисная мебель,,79513888400,89513888400,,https://wa.me/79513888400,,,https://2gis.com/firm/70000001054099282
Лик,Новосибирск,Мебель на заказ; Корпусная мебель,,79139131140,83833801320,89139131140,https://wa.me/79139131140,,,https://2gis.com/firm/141265770264730
Лисмебель,,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Офисная мебель; Детская мебель; Матрасы; Стеновые панели,,79930161322,89930161322,,https://wa.me/79930165021,https://t.me/+79134685221,https://vk.com/mirmebeli_ord,https://2gis.com/firm/70000001113580285
Магия Акрила,Новосибирск,Мебель на заказ; Изделия из камня для помещений; Мебель для общественного питания; Облицовочные материалы для мебели,,79059450001,83832870345,89059450001,https://wa.me/79059450001,,,https://2gis.com/firm/70000001006481279
Мастерская дизайна и мебели,Новосибирск,Мебель на заказ; Дизайн интерьеров; Корпусная мебель,,,83832349169 (дизайнер),,https://wa.me/73832349169,https://t.me/sdesign54_bot,https://vk.com/mdimebel,https://2gis.com/firm/70000001047931954
Мастерская мебели,Новосибирск,Мебель на заказ; Мебель для кухни; Ремонт мебели,,79384241807,89384241807,,,,,https://2gis.com/firm/70000001113655020
Мастерская по дереву,Новосибирск,Мебель на заказ; Мебель для кухни,,79965433005,89965433005,,https://wa.me/79965433005,https://t.me/+79965433005,,https://2gis.com/firm/70000001086995942
Мастерская по изготовлению и ремонту мебели,Новосибирск,Мебель на заказ; Корпусная мебель,,79513960832,89513960832,,https://wa.me/79513960832,,,https://2gis.com/firm/70000001063437427
Мастерская по работе с эпоксидной смолой,Новосибирск,Мебель на заказ; Курсы творчества для взрослых; Курсы творчества для детей; Стеновые панели; Товары для творчества; Организация праздников; Корпусная мебель; Мебель для кухни; Офисная мебель; Новогодние товары; Мебель для салонов красоты,,79232570177,89232570177,,https://wa.me/79232570177,https://t.me/+79232570177,https://vk.com/epox_yresin,https://2gis.com/firm/70000001045259881
Мастерская по реставрации и изготовлению мебели,Новосибирск,Мебель на заказ; Ремонт мебели; Корпусная мебель,,79139870972,89139870972,,,,,https://2gis.com/firm/70000001051943610
Мастерская сварочных работ аргоном,,Мебель на заказ; Сварочные работы,,79951014681,89951014681,,,,https://vk.com/club154082284,https://2gis.com/firm/70000001114260877
Мебелев-нск.рф,Новосибирск,Мебель на заказ; Мебельные фасады; Корпусная мебель; Мебель для кухни; Детская мебель,,79134788442,89134788442,,https://wa.me/79134788442,,,https://2gis.com/firm/70000001023978601
Мебелина,Бердск,Мебель на заказ; Мебель для кухни; Детская мебель; Корпусная мебель,,79232472718,89232472718,,https://wa.me/79232472718,,https://vk.com/mebelina_nsk,https://2gis.com/firm/141265771175673
МебелКомфорт,Новосибирск,"Мебель на заказ; Распиловка древесины; Детская мебель; ЛДСП, ДВПО, МДФ; Корпусная мебель",,79139540196,89139540196,,,,,https://2gis.com/firm/70000001113897536
МебелСиб,Новосибирск,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Изделия из камня для помещений; Мебель для кухни,,79139311214,89139311214,,https://wa.me/79139311214,,,https://2gis.com/firm/70000001025117340
Мебель Lux,Новосибирск,Мебель на заказ; Корпусная мебель,,79639493662,89639493662,,https://wa.me/79639493662,,https://vk.com/mebel_54_nsk,https://2gis.com/firm/70000001069040620
Мебель Mix,Новосибирск,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для учебных учреждений; Мебель для кухни,,79039005526,89039005526,,https://wa.me/79039005526,,,https://2gis.com/firm/141265770606584
Мебель в дом.рф,Новосибирск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель,,79538842299,89538842299,,,https://t.me/Mebel_V_dom_rf,https://vk.com/mebelvdom_rf,https://2gis.com/firm/70000001110704790
Мебель Декор,Новосибирск,Мебель на заказ; Мягкая мебель; Мебельные магазины; Корпусная мебель; Мебель для кухни; Детская мебель; Матрасы,,79231559052,89231559052,,https://wa.me/79231117052,,https://vk.com/mebeldecor_154,https://2gis.com/firm/70000001114308973
Мебель Декор,Новосибирск,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни; Детская мебель; Матрасы,,79231117052,89231117052,,https://wa.me/79231117052,,https://vk.com/mebeldecor_154,https://2gis.com/firm/70000001099050516
Мебель Дом,Новосибирск,Мебель на заказ; Корпусная мебель,,79133817593,89133817593,89950108022,https://wa.me/79133817593,,,https://2gis.com/firm/70000001039199978
Мебель Империал,Новосибирск,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни; Детская мебель; Мебельные фасады; Пластиковая мебель,,79130078090,89130078090,89130070700,https://wa.me/79130078090,https://t.me/+79130078090,https://vk.com/nskimperial,https://2gis.com/firm/70000001082826466
Мебель лофт с душой,Новосибирск,Мебель на заказ; Мебель для кухни; Мебель для ванных комнат; Мебель для общественного питания,,79095337003,89095337003,,https://wa.me/79095337003,https://t.me/+79095337003,https://vk.com/loftdusha,https://2gis.com/firm/70000001096894468
Мебель от А до Я,Новосибирск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Стеллажи и витрины,,79231565849,89231565849,,,,https://vk.com/mebelot_ado_ya,https://2gis.com/firm/70000001110346454
Мебель Точка,Новосибирск,Мебель на заказ; Мебельные фасады; Мебель для кухни; Корпусная мебель; Матрасы; Детская мебель,,79232549008,89232549008,89232389455,https://wa.me/79232549008,,,https://2gis.com/firm/70000001061239749
Мебель тут уют,Новосибирск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,,79231337007,89231337007 (отдел корпусной мебели),,,https://t.me/+79231337007,,https://2gis.com/firm/70000001026746793
Мебель Хит,Искитим,Мебель на заказ; Корпусная мебель; Мебельная фурнитура; Матрасы; Офисная мебель; Мебель для кухни,,79231468221,89231468221,89232214576,https://wa.me/79232214576,,https://vk.com/mebelkhit,https://2gis.com/firm/141265769903927
Мебель Хит,Новосибирск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Распиловка древесины,,79130077940,89130077940,,https://wa.me/79130077940,,,https://2gis.com/firm/70000001028296149
Мебель-Мармелад,Новосибирск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Офисная мебель; Изделия из камня для помещений,,79130077940,89130077940,,https://wa.me/79130077940,,,https://2gis.com/firm/70000001027668670
МебельMania,Новосибирск,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Детская мебель; Офисная мебель,,79833050554,89833050554,89061958999,https://wa.me/79833050554,,https://vk.com/mebelmania_nsk,https://2gis.com/firm/70000001048551048
МебельProf,Новосибирск,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79232323770,89232323770,,,,,https://2gis.com/firm/70000001100102732
Мебельная компания,Новосибирск,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни; Сборка мебели,,79538010882,89538010882,,https://wa.me/79538010882,,,https://2gis.com/firm/141266769573431
Мебельная компания,Новосибирск,Мебель на заказ; Офисная мебель; Мебель для кухни; Корпусная мебель; Мебель для учебных учреждений,,79232275540,89232275540,,https://wa.me/79232275540,,,https://2gis.com/firm/141265769969480
Мебельная компания Сибири,Новосибирск,Мебель на заказ; Мягкая мебель,,79138974481,89138974481,,,,,https://2gis.com/firm/141265769792227
Мебельная мастерская,Новосибирск,Мебель на заказ; Торгово-выставочное оборудование; Корпусная мебель; Офисная мебель; Перегородки; Мебель для кухни,,79139176592,83832996592,89139176592,https://wa.me/79139176592,,,https://2gis.com/firm/141265770034849
Мебельная студия Станислава Шмакова,Новосибирск,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для ванных комнат; Мебель для кухни; Офисная мебель,,79831210929,89831210929,89139178059,https://wa.me/79831210929,,https://vk.com/mebelstsh,https://2gis.com/firm/70000001043582192
Мебельник,Новосибирск,Мебель на заказ; Ремонт мебели,,79130059188,89130059188,,https://wa.me/79130059188,https://t.me/pushnick,,https://2gis.com/firm/70000001067877702
Мебельное ателье,Бердск,Мебель на заказ; Корпусная мебель,,79139295531,89139295531,,https://wa.me/79139295531,,,https://2gis.com/firm/141265769801224
Мебельный салон,Новосибирск,Мебель на заказ; Мягкая мебель,,79094128025,89094128025,,,,,https://2gis.com/firm/70000001096866237
Мебельный салон,Обь,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель,,79133963670,89133963670,,https://wa.me/79133963670,,,https://2gis.com/firm/70000001039566014
Мебельный Центр Сибири,Новосибирск,Мебель на заказ; Мебель для кухни; Мягкая мебель; Межкомнатные двери,,79833115644,89833115644,,,,,https://2gis.com/firm/141265769381830
Мебельшоп,Новосибирск,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни; Мебельная фурнитура,,,83832990079,,https://wa.me/79139040217,,,https://2gis.com/firm/70000001034020526
Металайн,Новосибирск,Мебель на заказ; Офисная мебель; Металлическая мебель; Сейфы; Корпусная мебель; Медицинская и лабораторная мебель; Мягкая мебель; Пищевое оборудование,,,83833635857,83833635859,https://wa.me/79237754959,,https://vk.com/metalaingrupp,https://2gis.com/firm/141266769786451
Металл-завод,Новосибирск,Мебель на заказ; Металлическая мебель; Стеллажи и витрины; Сейфы; Торгово-выставочное оборудование; Мебель для учебных учреждений; Офисная мебель; Оборудование для общепита,,79628290109,89628290109,83833523801,,,https://vk.com/metall.zavod,https://2gis.com/firm/141265769810164
Метраж,Новосибирск,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель,,79039346073,89039346073,,https://wa.me/79137273777,,,https://2gis.com/firm/70000001111154426
Микс,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,,79137186683,89137186683,,https://wa.me/79965447568,,,https://2gis.com/firm/70000001103436770
Мир мебели,Черепаново,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель,,79134744343,89134744343,,,,https://vk.com/mirmebelicherepanovo,https://2gis.com/firm/70000001022549563
Мир Мебели,Новосибирск,Мебель на заказ; Мягкая мебель; Мебель для кухни; Корпусная мебель,,79137774793,89137774793,89130610965,https://wa.me/79137774793,,,https://2gis.com/firm/70000001095713961
Мир удобств,Тогучин,Мебель на заказ; Мебельные магазины; Мягкая мебель; Детская мебель; Матрасы; Мебель для кухни; Офисная мебель; Плетёные изделия; Мебель для учебных учреждений; Бескаркасная мебель; Мебель для культурно-досуговых учреждений; Мебель для общественного питания; Мебельные фасады; Металлическая мебель; Корпусная мебель,,79134864020,89134864020,89134864005,,,,https://2gis.com/firm/70000001089494942
Мк-Дион,Новосибирск,Мебель на заказ; Мебель для кухни; Офисная мебель; Корпусная мебель,,79529148438,89529148438,,https://wa.me/79529148438,,https://vk.com/public157894122,https://2gis.com/firm/70000001031986313
ММ КаДи,Новосибирск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Офисная мебель; Мебель для ванных комнат,,79963770070,89963770070,,https://wa.me/79963770070,https://t.me/+79963770070,,https://2gis.com/firm/70000001103662107
Ника-М,Новосибирск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель,,79139145217,89139145217,89133806123,https://wa.me/79139145217,https://t.me/+79139145217,,https://2gis.com/firm/70000001020531578
Новокор,,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат,,79139471632,89139471632,89137946682,https://wa.me/79137946682,https://t.me/+79137946682,https://vk.com/fabrikanovokor,https://2gis.com/firm/70000001081172619
Нск плит,Новосибирск,"Мебель на заказ; ЛДСП, ДВПО, МДФ; Распиловка древесины; Облицовочные материалы для мебели; Мебельные фасады",,79137386300,89137386300,,https://wa.me/79137386300,,,https://2gis.com/firm/70000001060175547
Нск-мебель 54,Новосибирск,Мебель на заказ; Детская мебель; Корпусная мебель; Мебель для ванных комнат; Мебель для кухни; Офисная мебель; Мебельные магазины,,,83832140536,83832143035,https://wa.me/79139123035,,https://vk.com/nskmebel154,https://2gis.com/firm/70000001048293718
Нск-мебель 54,Новосибирск,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель,,79139123035,89139123035,83832143035,https://wa.me/79139123035,,https://vk.com/nskmebel154,https://2gis.com/firm/70000001035811760
Нужна мебель,,Мебель на заказ; Корпусная мебель,,79538009765,89538009765,,https://wa.me/79538009765,,https://vk.com/nujna_mebel,https://2gis.com/firm/70000001080391404
Обстановочка,Бердск,Мебель на заказ; Мягкая мебель; Корпусная мебель; Распиловка древесины,,79138941674,89138941674,,https://wa.me/79138941674,,https://vk.com/obstanovochka_nsk,https://2gis.com/firm/141266769746461
Объект 54,Новосибирск,Мебель на заказ; Ремонт мебели; Сборка мебели,,79001891493,89001891493,,https://wa.me/79001891493,https://t.me/+79001891493,,https://2gis.com/firm/70000001098645855
Окна для Пенсионеров,Новосибирск,Мебель на заказ; Окна; Мебель для кухни; Остекление и отделка балконов; Натяжные потолки; Корпусная мебель; Офисная мебель; Входные двери; Межкомнатные двери,,,83832483392 (кол-центр: пн-пт 8:30-20:00),89628283392 (кол-центр: пн-пт 8:30-20:00),,https://t.me/+79069206855,,https://2gis.com/firm/70000001041145435
Олива,Новосибирск,Мебель на заказ; Мебель для кухни; Мебель для общественного питания,,79133904009,89133904009,,https://wa.me/79133904009,,https://vk.com/oliva_mebel,https://2gis.com/firm/141265769688908
ПлюсМинус,Новосибирск,"Мебель на заказ; Кондиционеры; Ремонт помещений; Монтаж климатических систем; Дизайн интерьеров; Автоматизация инженерных систем; Корпусная мебель; Мебель для кухни; Внутренние системы отопления, водоснабжения, канализации; Охранные системы; Электромонтажные работы",,79939940807,89939940807,,https://wa.me/79939940807,,,https://2gis.com/firm/70000001079726343
По фэн шую,Новосибирск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,,79137700663,89137700663,89130660739,https://wa.me/79130660739,,https://vk.com/mebel_154,https://2gis.com/firm/70000001055032652
Пора в кровать,Новосибирск,Мебель на заказ; Матрасы; Мягкая мебель; Детская мебель,,79137683788,89137683788,,https://wa.me/79137683788,https://t.me/+79137683788,,https://2gis.com/firm/70000001097463970
Практик-Home,Новосибирск,Мебель на заказ; Металлическая мебель; Корпусная мебель,,79130020403,83832860403,89130020403,https://wa.me/79831202266,,,https://2gis.com/firm/70000001090428372
ПрестоМебель,Новосибирск,Мебель на заказ; Корпусная мебель; Мебель для кухни,,79139857891,83832137891,89139857891,https://wa.me/79139857892,,,https://2gis.com/firm/141265769379730
Принцип,Новосибирск,Мебель на заказ; Деревообработка; Корпусная мебель; Детская мебель; Мебель для ванных комнат; Деревянная тара,,79137590702,89137590702,,https://wa.me/79137590702,,https://vk.com/club153202211,https://2gis.com/firm/70000001034244949
Про Дизайн,Новосибирск,Мебель на заказ; Мебель для кухни,,79628344804,89628344804,,,,,https://2gis.com/firm/70000001111065776
Проект Мебель,Новосибирск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель,,79134565634,89134565634,,https://wa.me/79134565634,,,https://2gis.com/firm/70000001025756136
Профиplus,Новосибирск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель; Офисная мебель,,79139040481,89139040481,,https://wa.me/79139040481,,,https://2gis.com/firm/70000001041713553
Профстиль,Новосибирск,Мебель на заказ; Корпусная мебель,,79139125393,89139125393 (единый номер),89139550473 (единый номер),,,,https://2gis.com/firm/70000001034266798
ПФК,Новосибирск,"Мебель на заказ; Распиловка древесины; Деревообработка; Деревообрабатывающее оборудование; ЛДСП, ДВПО, МДФ; Мебель для кухни; ДСП, ДВП, фанера; Корпусная мебель; Офисная мебель; Оборудование для производства мебели",,79139859710,89139859710,,,https://t.me/pfk54,https://vk.com/pfk_54,https://2gis.com/firm/70000001032576778
Реверс,Новосибирск,Мебель на заказ; Корпусная мебель; Мебель для кухни,,,89061958077 (единый номер - пн-вс 9:00-18:00; 9:00-16:00),89134703753 (единый номер - пн-пт 10:00-19:00; сб-вс 10:00-15:00),https://wa.me/79061958077,,https://vk.com/mebel_revers,https://2gis.com/firm/70000001044632586
Реверс,Искитим,Мебель на заказ; Корпусная мебель; Мебель для кухни,,,89061958077 (единый номер - пн-вс 9:00-18:00; 9:00-16:00),89134703753 (единый номер - пн-пт 10:00-19:00; сб-вс 10:00-15:00),https://wa.me/79061958077,,https://vk.com/mebel_revers,https://2gis.com/firm/141265769870340
Салон дизайнерской мебели,Новосибирск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Мягкая мебель; Изделия из камня для помещений; Мебель для ванных комнат; Матрасы; Офисная мебель,,79529489447,89529489447,,https://wa.me/79529489447,,,https://2gis.com/firm/70000001087002117
Салон мебели,Новосибирск,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель,,79538003514,89538003514,,,,,https://2gis.com/firm/70000001040107620
Салон мягкой мебели от производителя,Новосибирск,Мебель на заказ; Мебельные магазины; Мягкая мебель,,79130600770,89130600770,,,,,https://2gis.com/firm/70000001027769983
Салт,Новосибирск,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79130070096,89130070096,89133780096,https://wa.me/79130070096,,https://vk.com/kuhnisaltnsk,https://2gis.com/firm/70000001040501139
Сварка,Новосибирск,Мебель на заказ; Интерьерные лестницы; Металлоизделия; Заборы и ограждения; Офисная мебель; Металлоконструкции для строительства; Полимерная порошковая окраска,,79529311166,89529311166,,https://wa.me/79529311166,https://t.me/+79529311166,https://vk.com/svarka_154,https://2gis.com/firm/70000001069931250
Сварог,Новосибирск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель,,79139054228,89139054228,,https://wa.me/79139054228,,,https://2gis.com/firm/141265769415656
Свет и Лес,Новосибирск,Мебель на заказ; Интерьерные лестницы; Деревообработка; Комплектующие для окон; Пило- и лесоматериалы; Погонажные изделия; Заборы и ограждения; Перегородки; Мебель для ванных комнат; Мебель для кухни; Детская мебель; Офисная мебель; Садово-парковая мебель,,79529078660,89529078660,,https://wa.me/79529078660,https://t.me/+79529078660,https://vk.com/svetiles,https://2gis.com/firm/70000001082623093
Сервис-мебель,Новосибирск,Мебель на заказ; Стеллажи и витрины; Торгово-выставочное оборудование; Корпусная мебель; Мебель для кухни,,79039052196,89039052196,,https://wa.me/79618711135,,,https://2gis.com/firm/141265770276386
Сибирские двери и окна,Новосибирск,Мебель на заказ; Корпусная мебель; Межкомнатные двери; Окна; Ремонт помещений; Натяжные потолки,,79130149100,83832792872,89130149100,https://wa.me/79130149100,,,https://2gis.com/firm/141265769877263
Сибирь матрас,Новосибирск,Мебель на заказ; Матрасы; Корпусная мебель; Домашний текстиль; Детская мебель,,79231273560,89231273560,,https://wa.me/79231273560,,https://vk.com/siberia_matras,https://2gis.com/firm/70000001040708352
СибЛесПлит,Новосибирск,"Мебель на заказ; ЛДСП, ДВПО, МДФ; Распиловка древесины; Корпусная мебель; Офисная мебель",,79059512526,89059512526,89137655212,https://wa.me/79059512526,https://t.me/+79059512526,,https://2gis.com/firm/70000001092074864
Сибмебель,Новосибирск,Мебель на заказ; Корпусная мебель,,79237079606,89237079606,,https://wa.me/79237079606,,,https://2gis.com/firm/70000001038002688
Соланж,Новосибирск,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,,79231072111,89231072111,83833750711,https://wa.me/79231072111,,,https://2gis.com/firm/70000001043891563
Соло,Новосибирск,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни,,79137774709,89137774709,,https://wa.me/79134518387,,,https://2gis.com/firm/141265769623826
Соло,Новосибирск,Мебель на заказ; Мебельные фасады; Мебель для кухни; Корпусная мебель; Межкомнатные двери,,79237759500,89237759500,,https://wa.me/79237759500,,,https://2gis.com/firm/70000001007177867
СонНата,Новосибирск,Мебель на заказ; Матрасы; Мягкая мебель,,79139850168,89139850168,,https://wa.me/79139850168,https://t.me/+79139850168,https://vk.com/sonnata54,https://2gis.com/firm/70000001093725419
Соотечественник-плюс,Новосибирск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Деревянная тара; Быстровозводимые здания,,79139153978,83832913978,89139153978,https://wa.me/79139153978,,,https://2gis.com/firm/70000001046499593
Софа,Новосибирск,Мебель на заказ; Мягкая мебель,,79231707640,89231707640,,,,,https://2gis.com/firm/70000001066990205
СофаСиб,Бердск,Мебель на заказ; Мягкая мебель; Мебель для общественного питания,,79232400100,89232400100,,https://wa.me/79232400100,https://t.me/+79232400100,,https://2gis.com/firm/141265771398092
Ставр,Новосибирск,Мебель на заказ; Ремонт мебели; Корпусная мебель; Мягкая мебель,,79138941234,89138941234,,https://wa.me/79138941234,,https://vk.com/stavr54,https://2gis.com/firm/70000001027036939
Стамеска,,Мебель на заказ; Деревообработка; Строительство бань и саун; Строительство дач и коттеджей; Интерьерные лестницы; Корпусная мебель; Детская мебель; Мебель для кухни; Ремонт мебели; Офисная мебель; Фрезеровка неметаллов; Гравировка; Художественные мастерские; Изготовление рекламных конструкций; Печать на сувенирах; Объёмные надписи и фигуры,,79138949944,89138949944,,,,,https://2gis.com/firm/70000001045668135
Стамеска,Новосибирск,Мебель на заказ; Корпусная мебель,,79139500058,89139500058,,https://wa.me/79139500058,,,https://2gis.com/firm/70000001083470474
Столярная мастерская,,Мебель на заказ; Интерьерные лестницы; Мебель для кухни; Мебель для ванных комнат,,79130033748,89130033748,89953477021,,,,https://2gis.com/firm/141265771765748
"Столярная мастерская по изготовлению изделий из дерева для баров, кафе и ресторанов",,Мебель на заказ; Мебель для общественного питания,,79231405987,89231405987,,,,,https://2gis.com/firm/70000001065593073
Столярная мастерская по изготовлению мебели из натурального дерева,Новосибирск,Мебель на заказ; Деревообработка; Корпусная мебель; Интерьерные лестницы,,79139181633,89139181633,,,https://t.me/+79139181633,,https://2gis.com/firm/70000001083346168
Студия дизайна интерьеров,Новосибирск,Мебель на заказ; Дизайн интерьеров,,79993055758,89993055758,,https://wa.me/79993055758,,,https://2gis.com/firm/70000001042164369
Табурет,Новосибирск,Мебель на заказ; Фасадные работы; Интерьерные лестницы; Корпусная мебель; Ремонт помещений; Строительство дач и коттеджей; Строительство бань и саун,,79130056665,89130056665,89930204498,https://wa.me/79130056665,https://t.me/+79930204498,,https://2gis.com/firm/70000001103641162
Творческая мастерская Антона Кузнецова,Новосибирск,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79137052808,89137052808,,https://wa.me/79137052808,https://t.me/+79137052808,https://vk.com/ankuzcreativeworkshop,https://2gis.com/firm/70000001099825136
Твоя мебель,Новосибирск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель,,79039989889,89039989889,,,,,https://2gis.com/firm/70000001020291424
Теплый дом,Новосибирск,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель,,79513982460,89513982460,,https://wa.me/79513982460,,,https://2gis.com/firm/70000001024456081
Территория комфорта,Новосибирск,Мебель на заказ; Офисная мебель; Мебель для кухни; Корпусная мебель,,79139854383,89139854383,,https://wa.me/79831335857,,,https://2gis.com/firm/70000001098027921
Тесляр,Новосибирск,Мебель на заказ; Пило- и лесоматериалы; Деревообработка,,,,,https://wa.me/79139510253,,,https://2gis.com/firm/70000001065481459
Уют,,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Матрасы; Мебель для кухни; Детская мебель,,79130620005,89130620005,,https://wa.me/79130620005,,,https://2gis.com/firm/70000001044616481
Уют,Новосибирск,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Детская мебель; Мебель для кухни; Матрасы,,79130075581,83832865581,89130075581,https://wa.me/79130620005,,,https://2gis.com/firm/141265769855218
Уют,Новосибирск,Мебель на заказ; Мебельные магазины; Мягкая мебель,,79833019565,89833019565,,https://wa.me/79833019565,,,https://2gis.com/firm/70000001007234018
Уютная Мебель,Новосибирск,Мебель на заказ; Корпусная мебель; Сборка мебели; Ремонт мебели; Мебель для кухни,,79039936558,89039936558,,,https://t.me/+79039936558,,https://2gis.com/firm/70000001115442888
Уютный дом,Новосибирск,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель для кухни; Детская мебель,,79963788856,89963788856,,https://wa.me/79963788856,https://t.me/+79963788856,,https://2gis.com/firm/70000001105997597
Уютный уголок,Новосибирск,Мебель на заказ; Мягкая мебель,,79137106858,89137106858,89831374440,,,,https://2gis.com/firm/70000001115502768
Фабрика Мебели Дик,Новосибирск,Мебель на заказ; Мебель для кухни; Офисная мебель,,79137394804,89137394804,,https://wa.me/79137394804,,,https://2gis.com/firm/70000001065255463
Фаворит,Новосибирск,Мебель на заказ; Ремонт мебели; Детская мебель; Корпусная мебель; Мебель для ванных комнат; Мебель для кухни; Офисная мебель; Мягкая мебель; Матрасы,,79137512021,89137512021,,,,,https://2gis.com/firm/70000001067061575
Фарго,Бердск,Мебель на заказ; Мебель для кухни; Детская мебель; Корпусная мебель; Мебель для ванных комнат,,79513811172,89513811172,,https://wa.me/79513811172,,,https://2gis.com/firm/70000001115345966
Фасадные Фантазии,Новосибирск,Мебель на заказ; Мебельные фасады,,79618786937,89618786937,89039038364,https://wa.me/79039038364,https://t.me/+79039038364,https://vk.com/id1026480563,https://2gis.com/firm/70000001097442834
Фестина,Новосибирск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Межкомнатные двери; Детская мебель; Мебель для общественного питания; Торгово-выставочное оборудование,,79231219933,89231219933,,https://wa.me/79231219933,,,https://2gis.com/firm/70000001036584145
ФМ Фабрика мебели,Новосибирск,Мебель на заказ; Корпусная мебель; Мебель для кухни,,79231727585,89231727585,,https://wa.me/79231727585,,https://vk.com/fmfabrikamebeli,https://2gis.com/firm/70000001080088339
Цехъ,Новосибирск,Мебель на заказ; Декоративные отделочные материалы; Металлическая мебель; Лаки и краски,,79137977223,89137977223,89231504083,https://wa.me/79137977223,,,https://2gis.com/firm/70000001034223372
Четыре комнаты,Новосибирск,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат; Изделия из камня для помещений,,79133812065,89133812065,,https://wa.me/79133812065,,https://vk.com/medvediza,https://2gis.com/firm/141265770112376
Шамирам,Новосибирск,Мебель на заказ; Корпусная мебель; Мягкая мебель,,79139208757,89139208757,83832400437,https://wa.me/79139208757,,,https://2gis.com/firm/70000001023291296
Шкаф и Полка,Бердск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель,,79537787562,89537787562,,,https://t.me/+79537787562,,https://2gis.com/firm/70000001112053974
Шкафовъ,Новосибирск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Детская мебель,,79134572772,89134572772,,https://wa.me/79134572772,https://t.me/andrey_shkafov,https://vk.com/andrey_shkafov,https://2gis.com/firm/70000001114164175
Шоу диванов,Новосибирск,Мебель на заказ; Мебельные магазины; Мягкая мебель; Матрасы; Корпусная мебель,,79130010451,89130010451,,,,,https://2gis.com/firm/70000001022349881
Штукалаб,Новосибирск,Мебель на заказ; Деревообработка; Фрезеровка неметаллов; Интерьерные лестницы; Ремонт мебели,,79234304249,89234304249,,https://wa.me/79234304249,https://t.me/stukalab,,https://2gis.com/firm/70000001060678586
Эверест,Искитим,Мебель на заказ; Мягкая мебель; Корпусная мебель,,79930110183,89930110183,,https://wa.me/79930110183,,https://vk.com/everest54,https://2gis.com/firm/70000001075359755
