Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Светлица,торгово-сервисная фирма,Мебель на заказ; Окна; Корпусная мебель; Мебельная фурнитура; Мебельные фасады; Офисная мебель; Мебель для ванных комнат; Мебель для кухни; Детская мебель; Тонирование стёкол зданий; Светопрозрачные конструкции; Фасадные материалы и конструкции; Входные группы; Входные двери; Жалюзи; Межкомнатные двери; Остекление и отделка балконов; Натяжные потолки; Комплектующие для дверей; Комплектующие для окон; Рольставни; Теплицы; Ремонт окон,"улица Титова, 198",2 офис; 2 этаж,630120,Западный м-н,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-15:00,+07:00,4.8,24,"83832862196 (отдел пластиковых окон, дверей, жалюзи)",89134865726 (отдел мебели),89139174662 (директор),,,http://modulmebel.tb.ru,,,,https://vk.com/id775910543,https://wa.me/73832862196,https://wa.me/79134865726,,,,,https://t.me/+79139174662,,,,54.980332,82.827767,https://2gis.com/firm/141265769774017,branch
Сибплит,,"Мебель на заказ; ЛДСП, ДВПО, МДФ; Мебель для кухни; Распиловка древесины; Мебельные фасады; Изделия из камня для помещений","улица Демьяна Бедного, 55",105 офис; 1 этаж,630005,Ипподромский м-н,Центральный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+07:00,5.0,3,89139159371,,,,,http://sibplit.ru,,,,,https://wa.me/79139159371,,,,,,,,,,55.048519,82.933992,https://2gis.com/firm/70000001083993072,branch
СтройЦех,магазин строительных материалов,"Мебель на заказ; Стройматериалы; Отделочные материалы; Огнеупорные материалы; Бензиновое и дизельное оборудование; Семена и посадочный материал; Светотехника; Электроустановочная продукция; Электротехника; Запчасти для бытовой техники; Кабель и провод; Спички; Пневмо- и компрессорное оборудование; Промышленные трубы; Обои; Упаковочные материалы; Товары для бань и саун; Металлоизделия; Резинотехнические изделия; Чёрный металлопрокат; Тёплые полы; Вентиляционное, тепловое оборудование; Профессиональная химия; Хозтовары; Пластиковая тара; Строительные блоки; Вторичные стройматериалы; Стеновые панели; Элементы питания; Строительные подъёмники; Бензоинструмент; Строительное оборудование; Пило- и лесоматериалы; Деревообрабатывающий инструмент; Малярный инструмент; Крепёж; Сантехника; Абразивный инструмент; Замки и скобяные изделия; Герметики и клеи; ДСП, ДВП, фанера; Измерительный инструмент; Напольные покрытия; Электроинструмент; Цемент; Песок и щебень; Погонажные изделия; Садовый инвентарь; Сухие строительные смеси; Слесарно-монтажный инструмент; Сварочное оборудование; Огнезащитные материалы; Садово-парковая мебель; Лаки и краски; Комплектующие для окон; Системы водоотведения; Теплоизоляционные материалы; Сварочные материалы; Порошковые краски; Кровельные материалы; Керамогранит; Керамическая плитка; Кирпич; Деревообрабатывающее оборудование; Оргстекло и поликарбонат; Металлорежущий инструмент; Гипсокартон; Газовое оборудование; Котельное оборудование; Насосное оборудование; Мебельная фурнитура; Аксессуары для ванных комнат; Гидроизоляционные материалы; Декоративные отделочные материалы; Звукоизоляционные материалы; Комплектующие для дверей; Металлообрабатывающее оборудование; Товары для отопления, водоснабжения, канализации; Фасадные материалы и конструкции; Товары для туризма и отдыха; Электронагревательное оборудование; Спецтехника; Заборы и ограждения; Металлическая тара; Деревообработка; Тротуарная плитка; Спецодежда; Железобетонные изделия; Мебель для ванных комнат; Строительство бань и саун; Асбестотехническая продукция; Теплицы; Укрывной материал; Корпусная мебель; Средства защиты растений и удобрения; Дизайн интерьеров; Мебель для кухни; Остекление и отделка балконов; Строительство дач и коттеджей; Пакеты и плёнки; Карнизы","Российская улица, 13а",1 этаж,632660,,,,Коченевский район,Новосибирская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+07:00,4.8,30,89513746996 (магазин),83832126996,,,,http://stroyceh.com,,,,https://vk.com/stroycehnsk,,,,,,,https://t.me/stroyceh_chat,,,,55.004482,82.471654,https://2gis.com/firm/70000001044047388,branch
Уют мастер,строительная компания,Мебель на заказ; Ремонт помещений; Окна; Натяжные потолки; Строительство дач и коттеджей; Мебель для кухни; Корпусная мебель; Остекление и отделка балконов; Заборы и ограждения; Кованые изделия; Дизайн интерьеров; Фасадные работы; Строительство фундамента; Высотные работы; Интерьерные лестницы; Кровельные работы; Мебель для ванных комнат; Подвесные потолки; Ремонт зданий; Ремонт окон; Строительство административных зданий; Строительство бань и саун; Электромонтажные работы; Рольставни; Жалюзи; Металлоконструкции для строительства,"улица Дуси Ковальчук, 2/2",цокольный этаж,630001,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00 (по предварительной записи),+07:00,3.4,5,89628386111,,,,,http://umaster54.ru,,,,https://vk.com/um_154,https://wa.me/79628386111,,,,,,https://t.me/+79628386111,,,https://youtube.com/channel/UC00gOu-a7M-qWNRb3_XwHWQ,55.046512,82.881141,https://2gis.com/firm/70000001037750397,branch
Юник мебель,,"Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебельные фасады; Мягкая мебель; Детская мебель; Мебель для ванных комнат; Офисная мебель; ЛДСП, ДВПО, МДФ","Игарская улица, 64 к4",,630061,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 08:00-12:00, 13:00-17:00; Вт: 08:00-12:00, 13:00-17:00; Ср: 08:00-12:00, 13:00-17:00; Чт: 08:00-12:00, 13:00-17:00; Пт: 08:00-12:00, 13:00-17:00",+07:00,,,89950099575,,,,,http://uniq-mebel.pro,,,,https://vk.com/uniq_mebel,,,,,,,https://t.me/lena_pro_mebel,,,,55.103291,82.948984,https://2gis.com/firm/70000001112548229,branch
Юник мебель,,Мебель на заказ; Офисная мебель; Мягкая мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель; Мебельные фасады; Корпусная мебель,"улица Богдана Хмельницкого, 5/1",9 офис; 2 этаж,630075,Сухой лог м-н,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,5.0,3,89931901126,,,,,http://uniq-mebel.pro,,,,https://vk.com/uniq_mebel,,,,,,,https://t.me/lena_pro_mebel,,,,55.067101,82.935565,https://2gis.com/firm/70000001112411741,branch
Mebelprorf,компания по изготовлению мебели из массива и шпона,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат; Офисная мебель; Ремонт мебели; Мебель для общественного питания; Мебель из стекла; Мебельные фасады; Товары для бань и саун,"улица Героев Хасана, 105 к70",2 этаж,614025,,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,"Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00 (по предварительной записи: сб, вс)",+05:00,5.0,4,89026454442,89963249690,,,,http://mebelprorf.ru,,,,https://vk.com/mebelprorf,https://wa.me/79963249690,,,viber://chat/?number=79194956408,,,https://t.me/mebelprorf,,,,57.960419,56.277746,https://2gis.com/firm/70000001042979647,branch
Mebelprorf,производственный цех,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат; Офисная мебель; Ремонт мебели; Мебель для общественного питания; Мебель из стекла; Мебельные фасады; Товары для бань и саун,"Бродовский тракт, 5Б/1",,614025,,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,,+05:00,5.0,1,89026454442,89963249690,,,,http://mebelprorf.ru,,,,https://vk.com/mebelprorf,https://wa.me/79963249690,,,viber://chat/?number=79194956408,,,https://t.me/mebelprorf,,,,57.957053,56.271008,https://2gis.com/firm/70000001082002575,branch
Onni,мебельная фабрика,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Мебельные фасады; Офисная мебель; Мебель для кухни; Мебель для общественного питания; Мебель для салонов красоты; Детская мебель; Мебель для учебных учреждений,"Промышленная улица, 123",1 этаж,614055,,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.8,29,88005559150,,,,,http://onnimebel.ru,,,,,,,,,,,https://t.me/onni_mebel,,,,57.923297,56.166529,https://2gis.com/firm/70000001022238955,branch
Roomatic,,"Мебель на заказ; Стеновые панели; Стекло и зеркала; Мебельные фасады; Распиловка древесины; ЛДСП, ДВПО, МДФ; Офисная мебель; Мебельная фурнитура; Мебель для кухни; Мебель для ванных комнат; Облицовочные материалы для мебели; Детская мебель; Корпусная мебель; Дизайн интерьеров; Мебельные фабрики","улица Героев Хасана, 64 к2",,614025,,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 10:00-15:00,+05:00,4.4,372,83422063131 (единый номер: пн-пт 9:00-19:00; сб 10:00-15:00),,,,,http://roomatic.ru,,,,https://vk.com/roomatic,,,,,,,https://t.me/roomaticbot,,,,57.963893,56.260362,https://2gis.com/firm/70000001021444498,branch
RStudio,торгово-производственная компания,"Мебель на заказ; ЛДСП, ДВПО, МДФ; Корпусная мебель; Мебельные фасады; Облицовочные материалы для мебели; Мебель для кухни; Мебельная фурнитура; Распиловка древесины","Комсомольский проспект, 90",,614010,Свердлова ж/м,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.1,9,83422055005,,,,,http://rstudio.su/,,,,,,,,,,,,,,,57.989697,56.253551,https://2gis.com/firm/70000001069057703,branch
Арт-Завод,,Мебель на заказ; Фрезеровка неметаллов; Лазерная резка неметаллов; Деревообработка; Распиловка древесины; Гравировка; Печать на сувенирах; Новогодние товары; Декоративные отделочные материалы; Объёмные надписи и фигуры; Корпусная мебель; Мебель для кухни; Детская мебель; Садово-парковая мебель; Стекло и зеркала; Мебельные фасады; Ремонт мебели,"Кронштадтская улица, 31",1 этаж; творческая студия Артишок,614081,Данилиха ж/м,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00,+05:00,5.0,2,89024710948,,,,,http://art-zavod.com,,,https://twitter.com/590304920762,https://vk.com/590304920762,https://wa.me/79223229223,,,,,,https://t.me/+79194502019,https://t.me/+79223229223,,https://youtube.com/590304920762,57.998059,56.204576,https://2gis.com/firm/70000001083923508,branch
Арт-Завод,,Мебель на заказ; Фрезеровка неметаллов; Лазерная резка неметаллов; Деревообработка; Распиловка древесины; Гравировка; Печать на сувенирах; Новогодние товары; Декоративные отделочные материалы; Объёмные надписи и фигуры; Корпусная мебель; Мебель для кухни; Детская мебель; Садово-парковая мебель; Стекло и зеркала; Мебельные фасады; Ремонт мебели,"Промышленная улица, 87 к2",,614065,,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00,+05:00,5.0,2,89223229223,,,,,http://art-zavod.com,,,,https://vk.com/artzavodrus,https://wa.me/79223229223,,,,,,https://t.me/+79194502019,https://t.me/+79223229223,,,57.944373,56.13518,https://2gis.com/firm/70000001075149693,branch
Дом Мебели и Фурнитуры,,"Мебель на заказ; Детская мебель; Корпусная мебель; Матрасы; Мебель для ванных комнат; Мебель для кухни; Мебель для общественного питания; Мебель для учебных учреждений; Мебель из стекла; Офисная мебель; Мебельная фурнитура; Мебельные фасады; ЛДСП, ДВПО, МДФ; Облицовочные материалы для мебели; Стекло и зеркала; Мебельные ткани; Ремонт мебели; Мягкая мебель; Изделия из камня для помещений","Уинская улица, 5",1 этаж,614051,Садовый ж/м,Мотовилихинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+05:00,3.7,9,89523319897,89068883704,,,,http://dom-mebeli-furnitura159.ru/,,,,https://vk.com/dommebeli159,https://wa.me/79068883704,https://wa.me/79523319897,,,,,,,,,58.007165,56.303033,https://2gis.com/firm/70000001044878509,branch
Дсв,магазин мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебельные фасады; Офисная мебель; Мебельная фурнитура; Матрасы; Стекло и зеркала; Мебель для культурно-досуговых учреждений; Стеновые панели; Детская мебель; Мебель для кухни; Мягкая мебель; Комплектующие для дверей,"Екатерининская улица, 134",1 этаж,614000,Центр ж/м,Ленинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+05:00,4.4,18,89582400760,83422581516,,,,http://mebelia.com,,,,https://vk.com/mebel_v_perm,https://wa.me/79582389501,,,viber://chat/?number=79582425701,viber://chat/?number=79582400760,,https://t.me/+79582389501,,,,58.007472,56.231314,https://2gis.com/firm/70000001048159560,branch
Дсв,магазин мебели,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Комплектующие для дверей; Детская мебель; Мебель для кухни; Офисная мебель; Мебельная фурнитура; Сборка мебели; Матрасы; Мебельные фасады; Хозтовары; Мягкая мебель; Медицинская и лабораторная мебель; Мебель для культурно-досуговых учреждений,"улица Белинского, 31",217 офис; 2 этаж,614002,Островский ж/м,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+05:00,4.4,32,89582400760,89582425701,,,,http://mebelia.com,,,,https://vk.com/mebel_v_perm,https://wa.me/79582389501,,,viber://chat/?number=79582425701,viber://chat/?number=79582400760,,https://t.me/+79582389501,,,,57.999466,56.269452,https://2gis.com/firm/70000001020112644,branch
Командор,компания по изготовлению мебели на заказ,Мебель на заказ; Офисная мебель; Мебель для кухни; Корпусная мебель; Изделия из камня для помещений; Мебельные фасады; Стекло и зеркала,"улица Героев Хасана, 9",319 офис; 3 этаж,614010,Свердлова ж/м,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,,,89028312486,,,,,http://td-komandor.ru,,,,,https://wa.me/79028312486,,,,,,https://t.me/+79028312486,,,,57.993612,56.257796,https://2gis.com/firm/70000001066569536,branch
Интерио,студия мебели,Мебель на заказ; Мебельные магазины; Мебельные фасады; Мебель для культурно-досуговых учреждений; Мебельная фурнитура; Мебель для учебных учреждений; Мебель для салонов красоты; Мебель для общественного питания; Сборка мебели; Мебель для кухни; Корпусная мебель; Офисная мебель; Матрасы; Детская мебель; Мягкая мебель; Мебель для ванных комнат,"улица Адмирала Ушакова, 28",2 этаж,614023,Нижняя Курья ж/м,Кировский район,Пермь,Пермь городской округ,Пермский край,Россия,"Пн: 10:00-14:00, 15:00-20:00; Вт: 10:00-14:00, 15:00-20:00; Ср: 10:00-14:00, 15:00-20:00; Чт: 10:00-14:00, 15:00-20:00; Пт: 10:00-14:00, 15:00-20:00; Сб: 10:00-14:00, 15:00-20:00; Вс: 11:00-14:00, 15:00-19:00",+05:00,3.8,9,89526472962,89027909420,,,,http://raschet-kuhni.ru,,,,https://vk.com/interio_perm,https://wa.me/79526472962,,,,,,https://t.me/+79027909420,https://t.me/+79526472962,https://t.me/+79519401035,,58.034498,56.024277,https://2gis.com/firm/2252328095565900,branch
Decor Elite,производственная компания,Мебель на заказ; Декоративные отделочные материалы; Мягкая мебель; Облицовочные материалы для мебели; Корпусная мебель; Перегородки; Стеновые панели; Мебельные фасады,,,,,,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00 (по предварительной записи),+05:00,3.8,13,89044988588,83452988588,,,,http://3d-72.ru,,,,https://vk.com/decorelite,https://wa.me/79044988588,,,,,,https://t.me/+79044988588,,,,,,https://2gis.com/firm/70000001018690882,branch
Do,производственный цех,"Мебель на заказ; Мебельные фабрики; Мебель для кухни; Офисная мебель; Корпусная мебель; Мягкая мебель; Матрасы; Детская мебель; Облицовочные материалы для мебели; Мебельная фурнитура; ЛДСП, ДВПО, МДФ; Распиловка древесины; Изделия из камня для помещений; Ремонт мебели; Мебель для общественного питания; Мебель для учебных учреждений; Деревообработка; ДСП, ДВП, фанера; Мебельные фасады","Ветеранов Труда, 40 ст1",,625031,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,"Пн: 08:30-13:00, 14:00-18:00; Вт: 08:30-13:00, 14:00-18:00; Ср: 08:30-13:00, 14:00-18:00; Чт: 08:30-13:00, 14:00-18:00; Пт: 08:30-13:00, 14:00-18:00; Сб: 08:30-13:00, 14:00-18:00",+05:00,5.0,7,89995499966,,,goodmark72@mail.ru,,http://domebel72.ru,http://max.ru/id661507176537_biz,,,,https://wa.me/79028189019,,,,,,https://t.me/+79028189019,https://t.me/+79995499966,,,57.190368,65.597154,https://2gis.com/firm/70000001099225429,branch
Do,студия мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Изделия из камня для помещений; Мебельная фурнитура; Стекло и зеркала; Мебель из стекла; Детская мебель; Мебель для ванных комнат; Офисная мебель; Ремонт мебели; Мягкая мебель; Мебельные фасады; Межкомнатные двери; Бытовая техника; Дизайн интерьеров,"улица Пожарных и спасателей, 5 к1",1 этаж,625031,5-й заречный м-н,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,155,83452564034 (доп.101),83452564034 (доп.102),89028189019,domebel72@mail.ru,,http://vk.link/domebel72,http://max.ru/id661507176537_biz,,,https://vk.com/domebel72,https://wa.me/79028189019,,,,,,https://t.me/+79028189019,https://t.me/+79995499966,,,57.165423,65.596394,https://2gis.com/firm/70000001066144702,branch
Italon experience,шоурум,Мебель на заказ; Керамогранит; Керамическая плитка; Напольные покрытия; Декоративные отделочные материалы; Фасадные материалы и конструкции; Отделочные материалы,"улица Николая Фёдорова, 12 к1",,625007,Шестой м-н,Восточный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-16:00; Вс: 11:00-16:00,+05:00,5.0,47,83452711822,89526711822,,,,http://italonceramica.ru,,,,https://vk.com/72italontmn,,,,,,,https://t.me/italonexperience_tmn,,,,57.120641,65.564883,https://2gis.com/firm/70000001047324826,branch
Авангард,мебельная фабрика,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель; Мебельные фасады; Торгово-выставочное оборудование; Офисная мебель; Стеллажи и витрины; Оборудование для общепита; Мебель для общественного питания; Мебель для культурно-досуговых учреждений; Мебельные фабрики; Мебель для учебных учреждений; Мебель для салонов красоты,"Народная улица, 68",1 этаж,625028,Суходольский м-н,Восточный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,9,89326272009,83452612009,,,,http://www.avantgarde72.ru,,,,https://vk.com/avangard.mebel,,,,,,,https://t.me/avantgarde72,,,,57.098974,65.608123,https://2gis.com/firm/70000001100850492,branch
Ария,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебельные фасады,"улица Константина Заслонова, 37",14 офис; 2 этаж,625034,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00 (по предварительному звонку),+05:00,4.8,20,89224776893,,,,,http://ariya72.ru,,,,https://vk.com/ariyatyumen,,,,,,,,,,,57.160574,65.647698,https://2gis.com/firm/70000001056216135,branch
Аскея,компания по изготовлению кухонь на заказ,Мебель на заказ; Стекло и зеркала; Мебельные фасады; Изделия из камня для помещений; Мебель для кухни,"Московский тракт, 120 ст2",2 этаж,625049,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,5.0,5,89292690650,,,89292690650@mail.ru,,http://max.ru/id723002682081_biz,,,,https://vk.com/id1117093846,,,,,,,,,,,57.133816,65.491094,https://2gis.com/firm/70000001114292836,branch
Гранд Мебель,фирменный салон,Мебель на заказ; Мебельные магазины; Детская мебель; Корпусная мебель; Мебель для кухни; Офисная мебель; Мебель для ванных комнат; Изделия из камня для помещений; Торгово-выставочное оборудование; Мебельные фасады; Стеллажи и витрины,"улица Прокопия Артамонова, 15",2 этаж,625033,Тюменский 2-й м-н,Восточный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-17:00; Вс: 11:00-17:00,+05:00,4.4,9,"83452352300 (единый номер: пн-пт 10:00-19:00; сб, вс 11:00-17:00)",,,,,http://grand-mebel72.ru,,,,https://vk.com/club154067570,,,,,,,,,,,57.105282,65.577243,https://2gis.com/firm/1830115629738281,branch
Гриндер,мебельная мастерская,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для ванных комнат; Матрасы; Мебель для кухни; Детская мебель; Офисная мебель; Плетёные изделия; Бескаркасная мебель; Медицинская и лабораторная мебель; Ремонт мебели; Пошив авточехлов; Мебельные фасады,"улица Константина Заслонова, 37 ст2",,625034,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+05:00,5.0,6,89526800755,,,,,http://гриндер72.рф,,,,https://vk.com/peretyazhkin72,https://wa.me/79526800755,,,,,,https://t.me/+79526800755,,,,57.160865,65.644244,https://2gis.com/firm/70000001046803412,branch
Д.о.м.,производственная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Межкомнатные двери; Интерьерные лестницы; Стеновые панели; Мебельные фасады; Окна; Мебель для ванных комнат; Офисная мебель; Детская мебель; Остекление и отделка балконов; Входные двери,"Харьковская улица, 75 ст7",,625023,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,"Пн: 08:00-12:00, 13:00-17:00; Вт: 08:00-12:00, 13:00-17:00; Ср: 08:00-12:00, 13:00-17:00; Чт: 08:00-12:00, 13:00-17:00; Пт: 08:00-12:00, 13:00-17:00",+05:00,5.0,11,89634520989,89634520089,,,,http://dom-1993.ru,,,,https://vk.com/dom_1993,https://wa.me/79634520989,,,,,,https://t.me/+79634520989,https://t.me/+79634520089,,,57.143602,65.596794,https://2gis.com/firm/1830115629598587,branch
Диван Home,мебельная фабрика,Мебель на заказ; Мягкая мебель; Мебельные фасады,"Судостроителей, 20",1 этаж,625034,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00",+05:00,5.0,6,89323239066,,,,,http://mebel72.profi.tilda.ws,,,,https://vk.com/mebel72.profi,https://wa.me/79323239066,,,,,,https://t.me/+79323239066,,,,57.16147,65.64269,https://2gis.com/firm/70000001047375001,branch
