Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Аванта,производство корпусной мебели,Мебель на заказ; Мебель для кухни; Детская мебель; Офисная мебель; Мебельные фасады; Корпусная мебель,"улица Маковского, 6",1 этаж,630102,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+07:00,4.6,19,89293850397 (единый номер: пн-вс 10:00-19:00),,,,,http://avantamebel154.ru/home,,,,https://vk.com/avantamf,https://wa.me/79293850397,,,,,,https://t.me/+79293850397,,,,55.011428,82.931742,https://2gis.com/firm/70000001114241319,branch
Автор,мебельное ателье,Мебель на заказ; Мягкая мебель; Детская мебель; Офисная мебель; Мебель для общественного питания; Мебель для кухни; Мебель для ванных комнат; Корпусная мебель; Медицинская и лабораторная мебель,"Сухарная улица, 35 к8",002 помещение; цокольный этаж,630001,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-13:00,+07:00,5.0,11,83833310365 (единая справочная: пн-пт 10:00-19:00; сб-вс 10:00-18:00),89039310365 (единая справочная: пн-пт 10:00-20:00),,,,http://avtor-pro.ru,,,,,https://wa.me/79039310365,,,,,,,,,,55.045354,82.868251,https://2gis.com/firm/70000001029702979,branch
Авторская мебель,производственно-торговая компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель,"Нарымская улица, 8а",405 офис; 4 этаж,630132,,Железнодорожный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 09:00-16:00 (по предварительной записи),+07:00,4.9,105,89139132686,89137403255,,,,http://авторская-мебель.рф,,,,,https://wa.me/79139132686,,,,,,https://t.me/+79139132686,,,,55.039974,82.912055,https://2gis.com/firm/70000001025490684,branch
Адис,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Офисная мебель,"улица Гоголя, 38",2 этаж,630005,Фрунзенский м-н,Центральный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,4.6,122,83832435397,,,,,http://adis-nsk.ru,,,,,https://wa.me/79137175279,,,,,,https://t.me/79137175279,,,,55.043462,82.934971,https://2gis.com/firm/141265770037869,branch
Азбука акрила,,Мебель на заказ; Изделия из камня для помещений; Мебель для кухни; Облицовочный камень; Мебель для общественного питания,"Автогенная улица, 122",31 офис; 3 этаж,630039,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,5.0,86,83832445014,89139102041,89612150101,,,http://азбука-акрила.рф/,http://www.akrilnsk.ru,,,,https://wa.me/79529023644,https://wa.me/79612150101,https://wa.me/79139102041,,,,https://t.me/+79529023644,,,,55.020057,82.984431,https://2gis.com/firm/70000001006162986,branch
Айва54,компания по производству кухонных гарнитуров,Мебель на заказ; Мебель для кухни,"площадь Карла Маркса, 6/1",3 этаж,630048,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,4.7,3,89930026688,,,,,http://max.ru/8-993-002-66-88,http://max.ru/8-983-002-31-77,,,,https://wa.me/79930026688,,,,,,https://t.me/+79930026688,,,,54.980986,82.894689,https://2gis.com/firm/70000001112694088,branch
Айва54,компания по производству кухонных гарнитуров,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебельные магазины,"улица Бориса Богаткова, 217/2",1 этаж,630089,Золотая Нива м-н,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.8,44,89830023177,,,,,http://Kuhniaiva.ru,http://max.ru/8-983-002-31-77,,,,https://wa.me/79830023177,,,,,,https://t.me/+79830023177,,,,55.038773,82.973247,https://2gis.com/firm/70000001092820799,branch
Академия кухни,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель,"Советская улица, 18",323 офис; 3 этаж; правое крыло,630099,Тихий центр м-н,Центральный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.7,119,89537797763,,,kuhni_lux@mail.ru,,http://akademiyakuhni.ru,,,,https://vk.com/public68533986,https://wa.me/79537797763,,,,,,https://t.me/akademia_kuhni,,,https://youtube.com/@akademiya_kuhni,55.030279,82.91664,https://2gis.com/firm/70000001034568926,branch
Аквасервис,"компания по изготовлению и обслуживанию аквариумов, пузырьковых панелей и водопадов",Мебель на заказ; Декоративные аквасистемы; Аквариумы; Офисная мебель; Корпусная мебель; Мебель для кухни; Дизайн аквариумов; Ремонт мебели,"улица Королёва, 40 к9",5 офис; 3 этаж,630015,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00 (по предварительной записи: пн-пт),+07:00,3.0,15,83832632366,89039002740,,,,http://www.aquasib.ru,,,,,https://wa.me/79039002740,,,,,,,,,,55.060186,82.964408,https://2gis.com/firm/141265769799085,branch
Акм,торгово-производственная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель,,,,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,,,83832581199,,,,,http://ищу-мебель.рф,,,,,https://wa.me/79628381199,,,,,,,,,,,,https://2gis.com/firm/70000001038943192,branch
Акрилсиб,фабрика столешниц из искусственного акрилового камня,Мебель на заказ; Облицовочный камень; Изделия из камня для помещений; Мебель для кухни; Мебель для ванных комнат; Интерьерные лестницы; Корпусная мебель; Мебель для общественного питания,"улица Сибиряков-Гвардейцев, 49Б к3",,630088,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку: пн-пт),+07:00,4.5,43,89139116450,89137755506,83832636369,,,http://akrilsib.ru,http://t.me/stolehka_iz_akrila,,,https://vk.com/akriloviy_iskusstvenniy_kamen,https://wa.me/79139116450,https://wa.me/79137755506,,,,,https://t.me/stolehka_iz_akrila,,,https://youtube.com/channel/UCviZzIKhX8Z53qJ0ef2A25g,54.950225,82.915681,https://2gis.com/firm/141266769521657,branch
АЛЕГАР,группа компаний,Мебель на заказ; Торгово-выставочное оборудование; Перегородки; Мебель для кухни; Распиловка древесины; Мебельные фасады; Корпусная мебель; Детская мебель; Ремонт мебели,"Гурьевская улица, 78",26 офис; 2 этаж,630008,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 12:00-17:00 (по предварительной записи: сб),+07:00,4.6,31,83832060040,83832060020,,,,http://www.alegar-group.ru,,,,https://vk.com/mebelalegar,https://wa.me/79232596088,,,,,,,,,,55.015706,82.956026,https://2gis.com/firm/141265769366381,branch
АлексМарМебель,производственная компания,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни; Офисная мебель,"улица Есенина, 55 к2а",2193 бокс; 1 этаж,630124,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,4.8,15,89537957986,,,,,http://www.alexmarmebel.ru,,,,,https://wa.me/79513636153,,,,,,,,,,55.035192,82.990576,https://2gis.com/firm/141265771826990,branch
Алион,компания по изготовлению мебели на заказ,Мебель на заказ; Корпусная мебель; Сборка мебели; Ремонт мебели; Мебель для кухни,"Сибирская улица, 57",3 офис; 2 этаж,630132,,Железнодорожный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-17:00,+07:00,5.0,3,83833805288,,,,,http://skaf-nsk.ru/,,,,,https://wa.me/79538862893,,,,,,https://t.me/+79538862893,,,,55.038229,82.913816,https://2gis.com/firm/70000001111003804,branch
АлтеА,мебельная мастерская,Мебель на заказ; Мебель для кухни; Детская мебель; Мебель для общественного питания,"улица Королёва, 40 к1",1 этаж,630015,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительному звонку: пн-вс),+07:00,4.1,15,83833102122,89835102122,,,,http://www.altea54.ru,http://max.ru/id701736369359_biz,,,,https://wa.me/79835102122,,,,,,https://t.me/+79835102122,,,,55.058312,82.962176,https://2gis.com/firm/141265770028711,branch
Альма мебель,,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни; Офисная мебель; Мебель для ванных комнат; Лазерная резка неметаллов; Гравировка,"улица Немировича-Данченко, 146/2",1 этаж,630087,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 11:00-16:00 (по предварительной записи),+07:00,4.0,12,89232353505,,,,,http://альмамебель.рф,,,,https://vk.com/almamebel54,https://wa.me/79232353505,,,viber://chat/?number=79232353505,,,https://t.me/almamebel54,,,,54.990367,82.916363,https://2gis.com/firm/70000001041664494,branch
Альфа-Дизайн,фабрика мебели,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни; Торгово-выставочное оборудование; Офисная мебель,"Светлановская улица, 50",43 сектор; 2 этаж,630047,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,4.8,85,83832304331,,,,,http://armadio-nsk.ru,http://альфа-дизайн54.рф,,,https://vk.com/alfa_dz54,https://wa.me/79139144111,,,,,,,,,,55.080964,82.932804,https://2gis.com/firm/141265769982331,branch
Альфа-Дизайн,фабрика мебели,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни; Торгово-выставочное оборудование; Офисная мебель,"проспект Дзержинского, 1/4",3 этаж,630015,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.8,65,83832898002,,,,,http://armadio-nsk.ru,http://альфа-дизайн54.рф,,,https://vk.com/alfa_dz54,https://wa.me/79139144111,,,,,,,,,,55.048862,82.959767,https://2gis.com/firm/141265769364011,branch
АМБмебель,компания по производству авторской мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Немировича-Данченко, 122",210 офис; 2 этаж,630087,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00 (по предварительному звонку),+07:00,4.5,6,89231329900,,,,,http://ambmebel.ru,http://амбмебель.рф,,,https://vk.com/amb_mebel,https://wa.me/79231329900,,,,,,https://t.me/79231329900,https://t.me/+79231329900,,,54.977981,82.912996,https://2gis.com/firm/70000001098592305,branch
Ангстрем,фирменный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни,"площадь Карла Маркса, 6/1",3 этаж,630048,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+07:00,4.1,46,89056583025,,,,,http://angstrem-mebel.ru,,,,https://vk.com/angstremmebel,,,,,,,https://t.me/angstremmebel,,,,54.980641,82.89479,https://2gis.com/firm/70000001024473383,branch
Ангстрем,фирменный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни,"проспект Дзержинского, 1/4",3 этаж,630015,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.4,80,89056583119,,,,,http://angstrem-mebel.ru,,,,https://vk.com/angstremmebel,,,,,,,https://t.me/angstremmebel,,,,55.048862,82.959767,https://2gis.com/firm/141265769588101,branch
Ангстрем,фирменный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни,"Светлановская улица, 50",38 сектор; 2 этаж,630047,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,3.7,213,89601004966,89601091687,89601295615,,,http://angstrem-mebel.ru,,,,https://vk.com/angstremmebel,,,,,,,https://t.me/angstremmebel,,,,55.081603,82.933102,https://2gis.com/firm/141265769575949,branch
Андор,производственно-торговая компания,Мебель на заказ; Торгово-выставочное оборудование; Офисная мебель; Мебель для кухни; Корпусная мебель,"Северный проезд, 7а",,630088,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00 (по предварительному звонку),+07:00,5.0,2,89137950370,83832510370,,,,http://www.andornsk.ru,,,,,,,,,,,,,,,54.951672,82.926427,https://2gis.com/firm/141265770024950,branch
Антара,мебельная компания,Мебель на заказ; Мебель для кухни; Мягкая мебель; Офисная мебель; Мебель для общественного питания,"Трикотажная улица, 52/2",3 этаж,630051,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+07:00,3.7,8,83833750600,,,,,http://antaramebel.ru,,,,https://vk.com/antara_mebel15,,,,,,,,,,,55.064602,82.970994,https://2gis.com/firm/70000001090230894,branch
Антураж,салон мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат; Детская мебель; Офисная мебель,"Галущака, 2а","205/1, 210 офис; 2 этаж",630049,Линейный м-н,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-18:00,+07:00,3.9,11,83832300200 (многоканальный),89682222347,,,,http://salon2010.ru,http://jivo.chat/vB1tkXoiQ9,,,https://vk.com/public121587971,https://wa.me/79682222347,,,viber://chat/?number=79682222347,,,https://t.me/salon_anturag,,,,55.051643,82.902773,https://2gis.com/firm/141265769409796,branch
Апельсин Вуд,мебельная фабрика,Мебель на заказ; Мебельные фабрики; Офисная мебель; Мебель для кухни; Детская мебель; Корпусная мебель; Мебель для ванных комнат,"Семьи Шамшиных, 91",2 этаж,630005,,Центральный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи: сб-вс),+07:00,4.6,63,83832495500,,,apelsinwood@yandex.ru,,http://apelsinwood.ru,,,,https://vk.com/apelsinwoodnsk,https://wa.me/79639490810,,,,,,https://t.me/+79639490810,,,,55.047322,82.927748,https://2gis.com/firm/141265769816278,branch
Аплюс,студия техники,Мебель на заказ; Бытовая техника; Мебель для кухни; Корпусная мебель,"улица Тюленина, 2а к6",14 бокс,630061,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительному звонку),+07:00,,,89059350309,,,,,http://kanzler-sib.ru,,,,,https://wa.me/79059350309,,,,,,https://t.me/aplusbt,,,,55.105176,82.941798,https://2gis.com/firm/70000001043346074,branch
Арида,дом мебели,Мебель на заказ; Мебель для кухни; Матрасы; Офисная мебель; Бытовая техника; Детская мебель; Корпусная мебель; Мебель для ванных комнат; Мягкая мебель,"проспект Дзержинского, 1/4",3 этаж,630015,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,5.0,15,89831218788,,,,,http://aridamebel.ru,http://t.me/dommebeli54,,,https://vk.com/dom_mebeli_barokko,https://wa.me/79831218788,,,,,,https://t.me/+79831218788,,,,55.048862,82.959767,https://2gis.com/firm/70000001059365753,branch
Ария,компания,"Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Распиловка древесины; ЛДСП, ДВПО, МДФ; Мебельные фасады; Офисная мебель; Мебель для ванных комнат; Мебель для учебных учреждений; Мебель для общественного питания","Игарская улица, 64 к5",,630061,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,4.8,49,89139411707,,,,,http://mebel-aria.ru/,http://mebel-aria.ru,,,https://vk.com/mebelariya,https://wa.me/79139411707,,,,,,https://t.me/+79139411707,https://t.me/MebelAriaNSK,,https://youtube.com/user-zy3fz2js1j,55.103672,82.948575,https://2gis.com/firm/70000001032715431,branch
Арко,студия мебели,Мебель на заказ; Изделия из камня для помещений; Дизайн интерьеров; Офисная мебель; Мебель для ванных комнат; Мебель для кухни; Корпусная мебель,"Светлановская улица, 50",2 этаж,630047,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,4.8,18,89230000588,,,,,http://max.ru/923-000-05-88,,,,https://vk.com/arcovk,,,,,,,https://t.me/infoarco,,,,55.082244,82.934254,https://2gis.com/firm/70000001028238825,branch
Арманд-Нск,торгово-производственная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Детская мебель,"Станционная улица, 60/1 к86",228 офис; 2 этаж,630096,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,5.0,30,89059517722,83832871772,,,,http://armand-nsk.com,,,,,https://wa.me/79658206080,,,,,,,,,,55.000945,82.817728,https://2gis.com/firm/141265770390675,branch
Арсенал,мебельная компания,Мебель на заказ; Металлическая мебель; Офисная мебель; Сейфы; Стеллажи и витрины; Мебель для кухни; Корпусная мебель; Мягкая мебель,"переулок Бурлинский переезд, 84а",2 этаж,630132,,Железнодорожный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,4.9,17,83832910718,89139150718,,,,http://mebelars.ru,,,,,,,,,,,,,,,55.04652,82.895851,https://2gis.com/firm/141265769407969,branch
Арт Сундук,мебельно-производственная компания,Мебель на заказ; Корпусная мебель; Мебель для общественного питания; Мебель для кухни; Интерьерные лестницы; Межкомнатные двери; Мебель для ванных комнат; Офисная мебель; Входные двери; Детская мебель,"улица Яковлева, 7а",,630024,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+07:00,5.0,1,89618785201,,,,,http://artsunduk.com/,,,,,https://wa.me/79618785201,,,,,,,,,,54.978591,82.93492,https://2gis.com/firm/70000001109532812,branch
Арт-люкс,мебельная компания,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Детская мебель; Мебельные магазины; Дизайн интерьеров; Мебель для ванных комнат; Мебель для общественного питания; Мебель для культурно-досуговых учреждений; Мебель для салонов красоты; Мебель для учебных учреждений; Стеллажи и витрины; Стеновые панели; Офисная мебель; Мебель для кухни,"1905 года, 85/2",цокольный этаж,630132,,Железнодорожный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-18:00,+07:00,4.9,33,88007078208,89231215031,89237075031,,,http://artluxx.ru,,,,https://vk.com/artluxxmebel,https://wa.me/79231215031,https://wa.me/79237075031,,,,,,,,,55.046292,82.908083,https://2gis.com/firm/70000001036395159,branch
Арт-элемент,мебельная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"Тихвинская улица, 1",6 офис; 2 этаж,630054,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 09:30-13:00, 14:00-17:30; Вт: 09:30-13:00, 14:00-17:30; Ср: 09:30-13:00, 14:00-17:30; Чт: 09:30-13:00, 14:00-17:30; Пт: 09:30-13:00, 14:00-17:30",+07:00,4.8,23,83833807041,,,,,http://www.nsk-element.ru,,,,https://vk.com/elementnsk,,,,,,,,,,,54.981478,82.867589,https://2gis.com/firm/70000001025524535,branch
Артвуд,столярная мастерская по изготовлению изделий из массива дерева,Мебель на заказ; Строительство дач и коттеджей; Строительство бань и саун; Деревообработка; Мебель для кухни; Межкомнатные двери; Садово-парковая мебель; Входные двери; Офисная мебель; Мебель для ванных комнат; Погонажные изделия; Мебельные фасады; Интерьерные лестницы,"Зоологическая улица, 2а",,630060,Нижняя Ельцовка ж/м,Советский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+07:00,4.6,34,89139184017,,,,,http://artwood-aleks.ru,http://artwood-alex.ru,,,,https://wa.me/79139184017,,,,,,,,,,54.888189,83.070051,https://2gis.com/firm/70000001036292526,branch
Артик-мебель,,Мебель на заказ; Мебель для кухни; Перегородки; Офисная мебель; Корпусная мебель; Мебель для ванных комнат; Детская мебель,"2-я Станционная улица, 21",5 офис; 1 этаж,630041,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-15:00,+07:00,5.0,1,89137845588,,,,,http://artic-mebel.ru,,,,https://vk.com/artic.mebel,,,,,,,https://t.me/articmebel,,,,55.009931,82.819755,https://2gis.com/firm/70000001093618192,branch
Арткарагач,авторская мастерская предметов мебели из массива дерева,Мебель на заказ; Мебель для кухни,"площадь Карла Маркса, 6/1",3 этаж,630048,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,5.0,4,89149374351,,,,,http://арткарагач.рф,,,,https://vk.com/art_karagach,,,,,,,,,,,54.980098,82.895465,https://2gis.com/firm/70000001062721105,branch
АртЭко,производственная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Распиловка древесины; Офисная мебель; Мебель для ванных комнат; Деревообрабатывающее оборудование; Фрезеровка неметаллов,"Трикотажная улица, 52/1 к4",,630051,,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+07:00,4.8,44,83832553505,89231268090,,,,http://mebel-arteko.ru,,,,https://vk.com/club107117565,https://wa.me/79231268090,,,,,,https://t.me/+79231268090,,,,55.062665,82.974479,https://2gis.com/firm/70000001025136497,branch
Аск-мебель,производственная компания,Мебель на заказ; Торгово-выставочное оборудование; Стеллажи и витрины; Мебель для кухни; Офисная мебель; Металлическая мебель; Мягкая мебель,"Северный проезд, 37а",33 офис; 2 этаж,630088,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,4.2,10,83832994433,83833151666,83832994422,,,http://скмебель.рф,,,,,https://wa.me/79137050262,,,,,,https://t.me/+79612224740,,,,54.946028,82.922587,https://2gis.com/firm/141265770258819,branch
Аскор,мебельная фабрика,Мебель на заказ; Мебель для кухни,"улица Добролюбова, 16",212 офис; 2 этаж,630009,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+07:00,5.0,10,83833805189,89538903478,,mfaskor@yandex.ru,,http://mfaskor.ru,,,,https://vk.com/askormebel,https://wa.me/79538903478,,,,,,https://t.me/mebelvnovosibirske,,,,55.008607,82.950873,https://2gis.com/firm/70000001101887145,branch
